learnerID,school_year,Age,Filipino 1,English 1,Math 1,Aral Pan 1,Filipino 2,English 2,Math 2,Aral Pan 2,Filipino 3,English 3,Math 3,Science 3,Aral Pan 3,Filipino 4,English 4,Math 4,Science 4,Aral Pan 4,Filipino 5,English 5,Math 5,Science 5,Aral Pan 5,Gender_F,Gender_M,Mother Tongue_Cebuano / Sinugbuanong Binisay,Mother Tongue_English,Mother Tongue_Hiligaynon,Mother Tongue_Ilocano,Mother Tongue_Kamayo,Mother Tongue_Kapampangan,Mother Tongue_Maranao,Mother Tongue_Pangasinan,Mother Tongue_Tagalog,Nutritional Status_Normal,Nutritional Status_Obese,Nutritional Status_Overweight,Nutritional Status_Severely Wasted,Nutritional Status_Wasted,MPS
LANES25-092,1,11,92.0,90.0,91.0,92.0,90.0,90.0,90.0,91.0,93.0,92.0,92.0,92.0,91.0,94,91,89,89,93,92.0,89,86,89,89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,62.7
NAN24-016,0,12,85.0,83.0,83.0,84.0,83.0,84.0,85.0,85.0,84.0,84.0,83.0,83.0,83.0,83,82,81,82,82,80.0,80,82,82,83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,65.57
UISC25-111,1,12,91.0,88.0,88.0,91.0,91.0,90.0,90.0,91.0,91.0,91.0,91.0,91.0,91.0,91,91,92,88,88,92.0,88,91,90,90,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,72.08
LANES25-096,1,11,91.0,88.0,87.0,89.0,84.0,83.0,83.0,85.0,84.0,81.0,83.0,84.0,84.0,84,83,82,83,83,80.0,79,79,79,82,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62.7
UICS25-057,1,12,86.0,85.0,82.0,84.0,90.0,89.0,88.0,90.0,90.0,90.0,89.0,89.0,90.0,91,92,92,91,92,90.0,90,86,90,90,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
LANES24-019,0,11,83.0,84.0,88.0,88.0,87.0,87.0,84.0,86.0,83.0,83.0,82.0,83.0,82.0,85,84,84,84,84,86.0,86,85,85,85,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78.31
UICS24-038,0,12,81.0,81.0,83.0,82.0,81.0,81.0,83.0,82.0,81.0,81.0,83.0,81.0,82.0,79,78,78,80,80,87.0,87,86,86,86,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.03
LANES24-017,0,11,83.0,84.0,82.0,84.0,86.0,85.0,84.0,83.0,86.0,82.0,82.0,82.0,81.0,86,85,84,84,84,86.0,86,85,86,86,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78.31
UICS25-253,1,11,87.0,88.0,87.0,86.0,88.0,88.0,89.0,89.0,87.0,87.0,87.0,87.0,87.0,83,82,83,83,82,82.0,81,81,81,81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
DAFSIS25-015,1,11,85.0,84.0,85.0,84.0,88.0,86.0,86.0,85.0,90.0,89.0,89.0,89.0,89.0,86,85,86,86,86,92.0,92,86,91,93,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73.08
UICS25-078,1,11,91.0,88.0,88.0,93.0,92.0,90.0,90.0,91.0,93.0,93.0,92.0,93.0,93.0,95,94,88,90,92,91.0,92,91,91,90,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
DAFSIS25-020,1,11,91.0,91.0,90.0,89.0,89.0,89.0,89.0,89.0,91.0,91.0,90.0,90.0,90.0,94,95,94,94,94,98.0,97,94,96,96,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73.08
UICS25-198,1,11,89.0,86.0,83.0,88.0,88.0,80.0,88.0,89.0,86.0,87.0,87.0,86.0,87.0,88,88,87,79,85,86.0,85,86,86,85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
LANES25-067,1,11,87.0,85.0,84.0,85.0,88.0,87.0,88.0,89.0,87.0,86.0,87.0,86.0,87.0,84,83,82,84,84,88.0,87,85,86,87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,62.7
DAFSIS24-008,0,11,87.0,87.0,85.0,85.0,85.0,84.0,83.0,84.0,86.0,85.0,86.0,85.0,84.0,84,83,84,83,84,85.0,85,82,84,83,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.93
DCBMES25-012,1,12,85.0,84.0,82.0,82.0,75.0,75.0,75.0,75.0,77.0,76.0,78.0,77.0,77.0,83,84,83,84,88,90.0,89,88,88,86,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.59
DAFSIS24-005,0,11,89.0,88.0,89.0,89.0,85.0,85.0,86.0,84.0,88.0,89.0,88.0,89.0,88.0,85,86,86,84,84,89.0,92,87,85,90,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.93
NAN25-007,1,11,92.0,93.0,91.0,91.0,95.0,94.0,96.0,94.0,95.0,95.0,96.0,95.0,95.0,92,92,92,92,91,94.0,95,95,93,92,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,58.64
UICS25-162,1,12,75.0,75.0,76.0,76.0,77.0,76.0,75.0,76.0,82.0,81.0,82.0,82.0,82.0,83,81,81,81,82,75.0,75,76,76,76,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UISC24-010,0,11,92.0,89.0,91.0,91.0,91.0,90.0,90.0,91.0,92.0,92.0,92.0,92.0,92.0,94,93,92,93,89,90.0,90,90,92,91,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76.93
UICS25-044,1,11,82.0,82.0,84.0,84.0,83.0,83.0,83.0,84.0,84.0,82.0,82.0,83.0,83.0,84,85,86,85,83,84.0,85,86,85,85,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UISC25-093,1,11,96.0,94.0,95.0,93.0,97.0,95.0,95.0,96.0,90.0,90.0,90.0,88.0,88.0,91,91,91,91,91,89.0,89,87,88,89,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,72.08
UICS25-052,1,11,90.0,85.0,85.0,88.0,89.0,88.0,88.0,89.0,90.0,89.0,90.0,90.0,89.0,89,88,87,88,86,91.0,92,91,91,92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,66.82
UICS25-060,1,11,80.0,79.0,79.0,79.0,88.0,87.0,87.0,88.0,87.0,87.0,86.0,86.0,87.0,85,86,85,84,84,79.0,77,77,77,77,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UISC25-116,1,11,86.0,90.0,92.0,89.0,93.0,92.0,93.0,92.0,92.0,91.0,92.0,92.0,92.0,88,91,92,88,89,90.0,90,89,90,91,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,72.08
UICS24-067,0,12,85.0,83.0,85.0,84.0,86.0,87.0,86.0,86.0,85.0,85.0,85.0,84.0,85.0,86,85,86,84,86,85.0,85,84,84,84,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,74.03
NAN25-062,1,14,79.0,91.0,85.0,77.0,75.0,84.0,80.0,93.0,81.0,93.0,75.0,78.0,76.0,88,78,84,87,86,75.0,91,75,81,76,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.64
UICS25-030,1,11,87.0,86.0,85.0,85.0,85.0,82.0,84.0,84.0,88.0,88.0,87.0,88.0,88.0,91,92,91,92,91,89.0,87,86,88,88,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS24-036,0,11,87.0,89.0,88.0,88.0,89.0,88.0,87.0,88.0,90.0,91.0,87.0,88.0,89.0,87,89,86,86,88,89.0,78,88,89,88,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.03
LANES25-029,1,11,76.0,76.0,80.0,82.0,83.0,84.0,82.0,83.0,82.0,79.0,80.0,79.0,81.0,78,78,78,78,84,80.0,81,79,82,82,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,62.7
UISC25-050,1,11,90.0,89.0,91.0,92.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,95.0,91,90,91,89,88,91.0,92,91,90,88,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
UICS25-283,1,11,86.0,86.0,87.0,88.0,89.0,88.0,90.0,89.0,89.0,88.0,88.0,87.0,87.0,89,90,88,90,89,88.0,88,88,88,89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
BES25-074,1,10,80.0,80.0,80.0,82.0,86.0,86.0,86.0,86.0,83.0,82.0,82.0,82.0,82.0,82,81,82,82,82,82.0,76,76,79,78,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS25-352,1,11,77.0,76.0,76.0,77.0,80.0,79.0,80.0,82.0,80.0,79.0,80.0,79.0,80.0,79,78,77,76,77,78.0,78,78,78,78,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
BES25-064,1,11,81.0,78.0,75.0,76.0,80.0,78.0,81.0,81.0,83.0,83.0,84.0,83.0,84.0,82,82,80,82,83,81.0,80,80,81,81,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
LANES24-011,0,11,90.0,90.0,91.0,92.0,95.0,94.0,94.0,95.0,93.0,93.0,92.0,92.0,93.0,93,92,92,92,93,95.0,93,94,94,93,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78.31
UICS25-311,1,11,86.0,86.0,87.0,85.0,87.0,86.0,86.0,87.0,87.0,86.0,85.0,86.0,87.0,86,86,85,85,86,85.0,84,83,85,84,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
BES25-050,1,12,79.0,77.0,78.0,81.0,84.0,83.0,83.0,83.0,79.0,79.0,79.0,79.0,79.0,87,86,86,86,86,89.0,86,89,89,86,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS25-067,1,11,81.0,81.0,81.0,82.0,83.0,83.0,83.0,84.0,84.0,83.0,83.0,82.0,83.0,84,83,83,83,84,87.0,86,85,85,85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
LANES25-017,1,11,82.0,81.0,83.0,83.0,82.0,82.0,82.0,82.0,86.0,85.0,85.0,85.0,86.0,82,81,80,82,82,86.0,85,86,85,87,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
UISC24-019,0,11,92.0,90.0,88.0,92.0,92.0,91.0,91.0,92.0,92.0,91.0,92.0,92.0,94.0,96,94,95,95,95,94.0,94,94,92,94,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76.93
UICS25-181,1,11,82.0,76.0,77.0,80.0,82.0,82.0,82.0,85.0,82.0,82.0,82.0,82.0,82.0,86,86,85,85,86,81.0,81,82,81,83,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,66.82
BES25-137,1,12,86.0,83.0,84.0,86.0,78.0,78.0,78.0,78.0,76.0,76.0,76.0,76.0,81.0,79,80,80,80,79,80.0,79,79,79,80,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS25-074,1,11,78.0,78.0,78.0,79.0,78.0,78.0,78.0,80.0,83.0,82.0,82.0,83.0,83.0,82,81,80,81,81,87.0,87,87,87,87,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,66.82
UISC25-088,1,11,88.0,90.0,87.0,93.0,93.0,92.0,92.0,93.0,92.0,92.0,94.0,91.0,91.0,93,91,93,90,90,90.0,92,89,92,90,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
LANES25-070,1,12,76.0,75.0,78.0,76.0,80.0,79.0,79.0,80.0,81.0,81.0,80.0,80.0,81.0,76,76,78,77,79,76.0,76,76,76,76,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
DAFSIS25-027,1,12,86.0,87.0,85.0,85.0,85.0,83.0,83.0,85.0,85.0,83.0,84.0,85.0,85.0,83,82,82,83,83,81.0,84,90,84,83,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73.08
NAN25-036,1,10,85.0,85.0,84.0,86.0,89.0,88.0,84.0,89.0,84.0,82.0,82.0,84.0,84.0,84,84,84,85,84,85.0,87,87,88,86,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.64
UISC25-019,1,11,86.0,86.0,86.0,86.0,83.0,83.0,82.0,82.0,86.0,86.0,83.0,83.0,84.0,91,90,89,86,88,91.0,91,90,90,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
LANES24-002,0,11,82.0,81.0,82.0,82.0,83.0,83.0,83.0,82.0,83.0,81.0,82.0,82.0,82.0,83,82,82,82,82,78.0,77,77,76,79,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78.31
BES25-014,1,11,91.0,91.0,90.0,90.0,88.0,88.0,88.0,88.0,87.0,87.0,87.0,86.0,86.0,87,88,87,88,88,88.0,84,86,86,86,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UISC25-026,1,11,89.0,91.0,93.0,95.0,93.0,92.0,92.0,93.0,91.0,90.0,90.0,90.0,91.0,93,93,94,93,93,90.0,92,93,93,93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
LANES25-118,1,11,92.0,90.0,93.0,95.0,95.0,95.0,91.0,94.0,90.0,90.0,90.0,90.0,90.0,92,91,89,91,90,91.0,91,92,91,92,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
LANES25-151,1,12,81.0,79.0,81.0,81.0,79.0,79.0,79.0,79.0,81.0,80.0,81.0,80.0,81.0,83,82,84,77,82,85.0,83,85,82,83,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
UICS25-172,1,12,81.0,81.0,81.0,82.0,83.0,83.0,82.0,83.0,86.0,86.0,86.0,84.0,86.0,86,85,85,85,87,86.0,86,86,87,84,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-312,1,11,89.0,86.0,88.0,89.0,83.0,83.0,83.0,83.0,84.0,83.0,83.0,83.0,84.0,83,83,82,83,83,84.0,82,81,81,83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
LANES25-010,1,13,90.0,90.0,91.0,90.0,82.0,80.0,81.0,82.0,84.0,83.0,81.0,81.0,83.0,84,83,83,83,84,83.0,82,83,82,84,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
UISC25-011,1,11,83.0,81.0,83.0,84.0,87.0,86.0,87.0,87.0,87.0,86.0,86.0,86.0,86.0,88,88,88,88,87,89.0,90,90,89,91,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72.08
BES25-169,1,11,92.0,96.0,95.0,94.0,91.0,91.0,91.0,91.0,84.0,83.0,83.0,83.0,83.0,91,92,91,91,91,92.0,94,92,93,90,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
DCBMES25-003,1,11,82.0,81.0,80.0,79.0,78.0,76.0,77.0,79.0,80.0,81.0,82.0,80.0,80.0,86,82,82,84,84,87.0,85,86,86,85,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.59
UISC24-005,0,12,91.0,89.0,89.0,91.0,90.0,91.0,89.0,90.0,91.0,92.0,91.0,91.0,91.0,90,93,91,92,94,90.0,90,90,89,89,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76.93
UISC25-060,1,12,91.0,92.0,89.0,95.0,95.0,94.0,94.0,95.0,94.0,93.0,94.0,93.0,95.0,93,95,90,92,93,93.0,94,93,93,91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
UICS25-090,1,11,82.0,84.0,81.0,82.0,86.0,86.0,84.0,84.0,80.0,80.0,79.0,79.0,81.0,90,90,91,91,90,89.0,88,86,87,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
BES25-024,1,12,83.0,83.0,83.0,84.0,77.0,76.0,75.0,77.0,81.0,77.0,76.0,78.0,78.0,87,86,88,83,86,88.0,88,87,89,87,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS25-314,1,11,83.0,82.0,82.0,83.0,88.0,87.0,88.0,89.0,87.0,86.0,87.0,87.0,88.0,84,83,82,88,85,85.0,85,84,84,84,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UISC25-108,1,11,88.0,87.0,86.0,85.0,88.0,87.0,88.0,87.0,88.0,87.0,87.0,88.0,87.0,90,89,89,87,89,90.0,91,91,90,90,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72.08
UICS24-050,0,14,87.0,85.0,87.0,87.0,86.0,85.0,86.0,86.0,84.0,84.0,83.0,83.0,82.0,84,84,84,85,85,86.0,84,84,86,87,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.03
UICS25-132,1,11,85.0,84.0,85.0,85.0,88.0,86.0,87.0,88.0,88.0,86.0,86.0,87.0,88.0,84,84,85,83,84,88.0,87,86,88,88,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-115,1,11,92.0,94.0,93.0,92.0,89.0,87.0,87.0,89.0,86.0,85.0,85.0,85.0,86.0,86,85,86,84,83,83.0,82,81,82,80,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
BES25-042,1,11,76.0,75.0,75.0,77.0,79.0,82.0,82.0,80.0,86.0,85.0,86.0,86.0,88.0,86,85,83,85,85,88.0,84,87,87,86,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
LANES25-046,1,12,85.0,84.0,86.0,85.0,89.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,89,86,91,88,89,88.0,89,89,88,90,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62.7
UICS25-302,1,12,86.0,78.0,82.0,80.0,86.0,85.0,84.0,84.0,84.0,84.0,82.0,82.0,83.0,86,86,87,86,87,86.0,86,86,86,86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UISC25-100,1,12,95.0,95.0,94.0,93.0,89.0,89.0,90.0,90.0,89.0,89.0,87.0,87.0,88.0,89,91,89,90,89,89.0,89,86,90,91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
UICS25-173,1,12,75.0,75.0,75.0,75.0,76.0,76.0,75.0,76.0,77.0,77.0,77.0,78.0,79.0,80,79,79,78,77,80.0,80,80,79,81,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
UISC25-064,1,12,88.0,89.0,88.0,91.0,95.0,94.0,94.0,95.0,93.0,93.0,94.0,94.0,95.0,91,91,89,88,89,91.0,91,90,88,88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
UICS25-023,1,11,90.0,89.0,91.0,89.0,89.0,89.0,90.0,88.0,86.0,85.0,85.0,85.0,86.0,87,87,88,86,86,86.0,89,90,89,90,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
BES25-075,1,11,75.0,75.0,75.0,75.0,75.0,76.0,75.0,77.0,77.0,76.0,76.0,77.0,78.0,75,75,75,75,75,79.0,79,79,79,79,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS24-012,0,11,86.0,84.0,85.0,84.0,87.0,86.0,86.0,87.0,86.0,84.0,84.0,85.0,85.0,86,86,84,84,85,91.0,90,89,90,90,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,74.03
UICS24-069,0,12,78.0,77.0,78.0,77.0,77.0,77.0,77.0,79.0,78.0,77.0,77.0,77.0,77.0,78,77,76,78,78,80.0,80,79,80,81,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,74.03
LANES25-141,1,11,87.0,85.0,87.0,87.0,87.0,87.0,87.0,87.0,90.0,90.0,90.0,90.0,90.0,88,89,87,88,88,87.0,80,88,87,87,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
UICS25-050,1,11,90.0,94.0,90.0,90.0,89.0,88.0,87.0,87.0,85.0,86.0,85.0,84.0,84.0,90,90,90,90,90,88.0,88,88,88,87,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
BES25-210,1,11,90.0,89.0,88.0,90.0,86.0,87.0,87.0,87.0,87.0,86.0,86.0,86.0,87.0,83,83,83,83,83,86.0,84,84,84,84,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS25-013,1,11,90.0,91.0,90.0,89.0,90.0,89.0,89.0,88.0,87.0,87.0,88.0,88.0,88.0,91,92,91,93,91,91.0,89,89,89,89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
NAN25-029,1,11,85.0,85.0,85.0,87.0,86.0,86.0,86.0,86.0,90.0,88.0,88.0,89.0,89.0,89,89,89,90,89,92.0,92,92,93,92,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.64
UISC25-017,1,11,92.0,90.0,91.0,92.0,92.0,90.0,91.0,91.0,93.0,92.0,92.0,93.0,93.0,95,95,94,93,94,94.0,94,93,93,93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
NAN25-009,1,11,89.0,84.0,86.0,87.0,90.0,90.0,92.0,92.0,90.0,91.0,90.0,91.0,91.0,92,92,91,92,92,94.0,95,94,93,92,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.64
LANES25-025,1,12,87.0,88.0,86.0,88.0,87.0,86.0,87.0,87.0,90.0,90.0,90.0,90.0,90.0,93,89,91,91,91,90.0,90,90,90,90,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
UICS25-369,1,11,78.0,76.0,78.0,78.0,75.0,75.0,75.0,75.0,78.0,78.0,78.0,78.0,78.0,80,78,78,79,80,78.0,78,78,78,79,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-367,1,11,77.0,77.0,77.0,78.0,78.0,78.0,78.0,79.0,79.0,79.0,79.0,78.0,79.0,78,77,77,77,79,76.0,76,76,76,78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
