learnerID,School,Age,Filipino 1,English 1,Math 1,Aral Pan 1,Filipino 2,English 2,Math 2,Aral Pan 2,Filipino 3,English 3,Math 3,Science 3,Aral Pan 3,Filipino 4,English 4,Math 4,Science 4,Aral Pan 4,Filipino 5,English 5,Math 5,Science 5,Aral Pan 5,school_year,Filipino_avg,English_avg,Math_avg,AralPan_avg,Science_avg,Gender_F,Gender_M,Mother Tongue_Cebuano / Sinugbuanong Binisay,Mother Tongue_English,Mother Tongue_Hiligaynon,Mother Tongue_Ilocano,Mother Tongue_Kamayo,Mother Tongue_Kapampangan,Mother Tongue_Maranao,Mother Tongue_Pangasinan,Mother Tongue_Tagalog,Nutritional Status_Normal,Nutritional Status_Obese,Nutritional Status_Overweight,Nutritional Status_Severely Wasted,Nutritional Status_Wasted,MPS
DAFSIS25-034,Don Alipio Fernandez Sr. Integrated School,12,84.0,82.0,84.0,84.0,84.0,82.0,83.0,83.0,86.0,85.0,86.0,86.0,86.0,84,83,87,82,83,87.0,86,87,86,84,1,85.0,83.6,85.4,84.0,84.66666666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73.08
UICS25-084,Urdaneta I Central School,11,92.0,89.0,91.0,92.0,90.0,89.0,89.0,90.0,92.0,91.0,89.0,88.0,87.0,97,96,95,94,95,93.0,95,92,93,92,1,92.8,92.0,91.2,91.2,91.66666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-009,Urdaneta I Central School,11,90.0,90.0,90.0,92.0,89.0,89.0,92.0,90.0,91.0,90.0,89.0,87.0,87.0,91,91,91,92,91,92.0,89,88,89,90,1,90.6,89.8,90.0,90.0,89.33333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
BES25-015,Badipa Elementary School,12,87.0,90.0,88.0,87.0,89.0,88.0,88.0,90.0,86.0,87.0,86.0,87.0,87.0,85,85,83,86,86,86.0,85,86,87,85,1,86.6,87.0,86.2,87.0,86.66666666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
DAFSIS25-037,Don Alipio Fernandez Sr. Integrated School,12,89.0,89.0,89.0,91.0,84.0,83.0,84.0,84.0,91.0,91.0,90.0,91.0,91.0,93,94,91,92,94,94.0,95,92,93,91,1,90.2,90.4,89.2,90.2,92.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73.08
BES24-007,Badipa Elementary School,12,86.0,86.0,87.0,87.0,86.0,84.0,83.0,85.0,81.0,80.0,80.0,80.0,81.0,88,87,86,86,87,91.0,90,91,91,90,0,86.4,85.4,85.4,86.0,85.66666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.7
LANES25-113,Lananpin Elementary School,12,87.0,86.0,85.0,85.0,90.0,86.0,87.0,89.0,84.0,85.0,84.0,84.0,83.0,90,89,86,88,88,91.0,89,89,89,89,1,88.4,87.0,86.2,86.8,87.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62.7
UICS24-071,Urdaneta I Central School,11,82.0,81.0,81.0,82.0,82.0,80.0,82.0,82.0,84.0,81.0,82.0,83.0,83.0,84,83,83,84,84,82.0,81,81,85,83,0,82.8,81.2,81.8,82.8,84.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.03
BES24-041,Badipa Elementary School,11,92.0,92.0,90.0,93.0,86.0,86.0,88.0,89.0,89.0,89.0,89.0,88.0,91.0,91,90,90,90,91,88.0,87,88,88,87,0,89.2,88.8,89.0,90.2,88.66666666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.7
UICS25-255,Urdaneta I Central School,11,84.0,84.0,84.0,85.0,88.0,87.0,87.0,89.0,87.0,86.0,87.0,87.0,87.0,83,80,77,83,84,82.0,81,81,81,81,1,84.8,83.6,83.2,85.2,83.66666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-143,Urdaneta I Central School,12,81.0,81.0,81.0,82.0,87.0,85.0,86.0,87.0,87.0,86.0,86.0,86.0,87.0,82,82,82,81,82,81.0,79,79,80,80,1,83.6,82.6,82.8,83.6,82.33333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66.82
UISC25-063,Urdaneta City SPED Center,12,92.0,95.0,93.0,94.0,96.0,95.0,95.0,95.0,94.0,94.0,94.0,94.0,95.0,92,96,91,92,91,91.0,94,93,93,89,1,93.0,94.8,93.2,92.8,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
UICS24-051,Urdaneta I Central School,12,79.0,78.0,82.0,80.0,79.0,78.0,79.0,80.0,80.0,79.0,79.0,79.0,80.0,79,78,80,79,80,81.0,80,81,79,82,0,79.6,78.6,80.2,80.4,79.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,74.03
LANES25-121,Lananpin Elementary School,11,82.0,82.0,80.0,81.0,81.0,80.0,81.0,82.0,81.0,80.0,80.0,80.0,81.0,78,77,79,77,80,81.0,80,79,79,80,1,80.6,79.8,79.8,80.8,78.66666666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,62.7
UICS25-249,Urdaneta I Central School,12,82.0,82.0,81.0,81.0,82.0,82.0,82.0,82.0,81.0,80.0,79.0,79.0,80.0,83,83,86,84,86,85.0,84,85,84,85,1,82.6,82.2,82.6,82.8,82.33333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-066,Urdaneta I Central School,12,94.0,89.0,93.0,91.0,93.0,92.0,92.0,92.0,91.0,90.0,90.0,90.0,92.0,91,89,88,88,88,90.0,90,91,90,90,1,91.8,90.0,90.8,90.6,89.33333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-211,Urdaneta I Central School,11,82.0,81.0,81.0,81.0,81.0,83.0,83.0,83.0,84.91689751,83.0,83.0,83.0,82.0,82,82,82,81,81,81.0,82,78,78,78,1,82.18337950200001,82.2,81.4,81.0,80.66666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-015,Urdaneta I Central School,11,78.0,76.0,77.0,80.0,83.0,82.0,83.0,83.0,83.0,82.0,81.0,80.0,83.0,83,82,82,83,83,90.0,83,84,84,85,1,83.4,81.0,81.4,82.8,82.33333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UISC24-032,Urdaneta City SPED Center,11,89.0,84.0,90.0,86.0,92.0,90.0,80.0,91.0,92.0,92.0,92.0,92.0,93.0,91,94,92,91,91,89.0,92,87,92,90,0,90.6,90.4,88.2,90.2,91.66666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,76.93
NAN25-043,Nancayasan Elementary School,11,84.0,91.0,75.0,83.0,95.0,80.0,86.0,94.0,82.0,76.0,76.0,75.0,79.0,92,80,87,92,81,81.0,84,75,77,88,1,86.8,82.2,79.8,85.0,81.33333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,58.64
UICS25-355,Urdaneta I Central School,11,80.0,80.0,79.0,80.0,84.0,84.0,81.0,85.0,81.0,80.0,79.0,81.0,81.0,79,78,79,79,80,79.0,79,78,79,80,1,80.6,80.2,79.2,81.2,79.66666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
LANES24-005,Lananpin Elementary School,11,85.0,83.0,82.0,85.0,81.0,79.0,79.0,80.0,87.0,86.0,86.0,87.0,87.0,86,83,84,85,85,80.0,79,79,80,80,0,83.8,82.0,82.0,83.4,84.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78.31
UICS25-395,Urdaneta I Central School,11,91.0,87.0,89.0,90.0,88.0,87.0,86.0,86.0,83.0,85.0,83.0,84.0,82.0,84,84,86,84,84,85.0,83,84,83,84,1,86.2,85.2,85.6,85.2,83.66666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-276,Urdaneta I Central School,11,78.0,75.0,78.0,77.0,80.0,80.0,80.0,80.0,80.0,79.0,79.0,80.0,80.0,81,80,80,81,82,75.0,75,76,75,76,1,78.8,77.8,78.6,79.0,78.66666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,66.82
UICS25-257,Urdaneta I Central School,11,81.0,81.0,81.0,86.0,82.0,82.0,82.0,87.0,83.0,82.0,82.0,84.0,83.0,81,80,77,78,78,79.0,79,78,78,79,1,81.2,80.8,80.0,82.6,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS24-022,Urdaneta I Central School,12,81.0,82.0,81.0,81.0,81.0,80.0,81.0,80.0,80.0,79.0,79.0,80.0,80.0,77,77,77,77,77,82.0,81,81,81,83,0,80.2,79.8,79.8,80.2,79.33333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.03
UISC25-091,Urdaneta City SPED Center,11,89.0,89.0,91.0,90.0,90.0,89.0,89.0,90.0,90.0,88.0,89.0,87.0,87.0,91,91,91,90,91,91.0,89,86,88,91,1,90.2,89.2,89.2,89.8,88.33333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
LANES25-145,Lananpin Elementary School,12,81.0,82.0,79.0,82.0,90.0,89.0,88.0,88.0,88.0,88.0,88.0,87.0,87.0,87,84,86,85,86,86.0,85,85,85,86,1,86.4,85.6,85.2,85.8,85.66666666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
LANES25-094,Lananpin Elementary School,11,81.0,80.0,80.0,81.0,78.0,79.0,78.0,78.0,83.0,81.0,82.0,81.0,82.0,84,83,82,83,82,85.0,83,84,82,84,1,82.2,81.2,81.2,81.4,82.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
NAN25-040,Nancayasan Elementary School,11,83.0,82.0,83.0,83.0,83.0,82.0,83.0,83.0,84.0,78.0,80.0,78.0,82.0,86,84,86,84,85,90.0,91,92,89,89,1,85.2,83.4,84.8,84.4,83.66666666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.64
BES25-131,Badipa Elementary School,11,79.0,80.0,79.0,79.0,77.0,77.0,77.0,77.0,77.0,77.0,78.0,76.0,78.0,81,81,81,81,81,80.0,80,81,81,81,1,78.8,79.0,79.2,79.2,79.33333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
LANES25-011,Lananpin Elementary School,11,83.0,82.0,82.0,83.0,84.0,84.0,83.0,85.0,86.0,87.0,86.0,86.0,86.0,84,82,81,84,84,84.0,82,82,82,83,1,84.2,83.4,82.8,84.2,84.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
UICS25-007,Urdaneta I Central School,11,84.0,83.0,83.0,84.0,83.0,84.0,83.0,82.0,84.0,84.0,85.0,85.0,84.0,84,83,83,82,86,86.0,86,87,86,89,1,84.2,84.0,84.2,85.0,84.33333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
DCBMES25-010,Don Clemente Blanco Memorial Elementary School,11,96.0,96.0,97.0,97.0,96.0,95.0,96.0,96.0,82.0,89.0,84.0,82.0,82.0,91,93,89,89,91,86.0,85,86,86,85,1,90.2,91.6,90.4,90.2,85.66666666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.59
UISC25-102,Urdaneta City SPED Center,12,91.0,88.0,89.0,90.0,91.0,90.0,91.0,90.0,90.0,88.0,87.0,87.0,89.0,97,96,94,93,94,95.0,94,91,94,94,1,92.8,91.2,90.4,91.4,91.33333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
BES25-093,Badipa Elementary School,13,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,76,76,76,76,76,75.0,75,75,75,75,1,75.2,75.2,75.2,75.2,75.33333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
BES25-183,Badipa Elementary School,11,79.0,79.0,79.0,79.0,75.0,75.0,75.0,75.0,76.0,76.0,76.0,76.0,76.0,80,79,80,79,81,84.0,82,83,83,84,1,78.8,78.2,78.6,79.0,79.33333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
NAN25-001,Nancayasan Elementary School,11,91.0,91.0,93.0,91.0,92.0,89.0,87.0,92.0,91.0,93.0,80.0,92.0,90.0,93,94,93,93,93,95.0,94,94,94,94,1,92.4,92.2,89.4,92.0,93.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.64
LANES25-050,Lananpin Elementary School,11,89.0,89.0,89.0,88.0,84.0,83.0,83.0,83.0,84.0,83.0,83.0,85.0,84.0,83,83,82,83,83,82.0,83,83,83,83,1,84.4,84.2,84.0,84.2,83.66666666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
LANES25-138,Lananpin Elementary School,11,81.0,81.0,80.0,81.0,80.0,80.0,80.0,80.0,81.0,81.0,80.0,81.0,81.0,81,79,78,80,81,81.0,80,80,80,83,1,80.8,80.2,79.6,81.2,80.33333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
UICS25-010,Urdaneta I Central School,11,81.0,81.0,81.0,80.0,84.0,83.0,83.0,84.0,83.0,82.0,82.0,82.0,83.0,81,80,81,81,82,82.0,89,89,89,89,1,82.2,83.0,83.2,83.6,84.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-188,Urdaneta I Central School,11,80.0,79.0,79.0,82.0,82.0,89.0,81.0,82.0,81.0,81.0,81.0,82.0,82.0,81,83,80,80,81,80.0,79,79,80,80,1,80.8,82.2,80.0,81.4,80.66666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
BES25-067,Badipa Elementary School,11,82.0,80.0,84.0,85.0,86.0,85.0,84.0,85.0,81.0,81.0,81.0,81.0,81.0,86,84,82,83,84,83.0,81,82,81,82,1,83.6,82.2,82.6,83.4,81.66666666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
BES24-036,Badipa Elementary School,11,81.0,80.0,80.0,82.0,83.0,81.0,83.0,82.0,83.0,82.0,82.0,83.0,82.0,83,81,81,81,82,79.0,79,79,79,79,0,81.8,80.6,81.0,81.4,81.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.7
LANES25-043,Lananpin Elementary School,11,90.0,92.0,90.0,92.0,92.0,93.0,92.0,92.0,90.0,90.0,90.0,90.0,90.0,93,90,92,90,92,92.0,92,92,93,92,1,91.4,91.4,91.2,91.6,91.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
UICS25-268,Urdaneta I Central School,11,79.0,79.0,79.0,79.0,80.0,79.0,79.0,80.0,82.0,82.0,81.0,82.0,80.0,79,78,76,80,78,79.0,78,77,78,78,1,79.8,79.2,78.4,79.0,80.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-280,Urdaneta I Central School,11,84.0,84.0,85.0,86.0,89.0,88.0,88.0,88.0,85.0,84.0,84.0,83.0,85.0,84,82,82,83,83,84.0,85,84,84,83,1,85.2,84.6,84.6,85.0,83.33333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
DAFSIS25-035,Don Alipio Fernandez Sr. Integrated School,12,87.0,84.0,86.0,84.0,90.0,89.0,90.0,90.0,91.0,90.0,90.0,90.0,90.0,90,90,87,89,86,91.0,93,89,92,91,1,89.8,89.2,88.4,88.2,90.33333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73.08
NAN25-024,Nancayasan Elementary School,11,83.0,82.0,83.0,84.0,83.0,82.0,83.0,83.0,81.0,78.0,80.0,78.0,81.0,86,84,86,84,85,90.0,90,92,89,89,1,84.6,83.2,84.8,84.4,83.66666666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.64
UICS25-014,Urdaneta I Central School,12,82.0,82.0,82.0,82.0,81.0,81.0,80.0,80.0,83.0,83.0,82.0,83.0,83.0,85,85,86,84,84,85.0,81,81,82,82,1,83.2,82.4,82.2,82.2,83.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UISC24-030,Urdaneta City SPED Center,11,87.0,87.0,86.0,82.0,88.0,88.0,86.0,89.0,89.0,87.0,88.0,87.0,87.0,94,92,92,92,90,91.0,92,91,91,90,0,89.8,89.2,88.6,87.6,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,76.93
BES25-040,Badipa Elementary School,13,91.0,91.0,92.0,91.0,77.0,77.0,77.0,78.0,75.0,75.0,75.0,75.0,75.0,86,86,86,85,86,90.0,84,88,87,87,1,83.8,82.6,83.6,83.4,82.33333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
BES25-159,Badipa Elementary School,11,90.0,89.0,89.0,89.0,91.0,91.0,90.0,92.0,88.0,88.0,88.0,87.0,87.0,90,90,91,90,90,92.0,93,93,92,90,1,90.2,90.2,90.2,89.6,89.66666666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
BES25-083,Badipa Elementary School,12,75.0,78.0,77.0,76.0,80.0,80.0,80.0,80.0,81.0,80.0,80.0,80.0,81.0,80,79,79,79,81,80.0,79,80,82,82,1,79.2,79.2,79.2,80.0,80.33333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
BES25-026,Badipa Elementary School,11,88.0,87.0,88.0,87.0,87.0,86.0,86.0,88.0,87.0,86.0,85.0,87.0,87.0,83,81,82,82,84,84.0,82,84,83,84,1,85.8,84.4,85.0,86.0,84.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
LANES24-020,Lananpin Elementary School,12,90.0,90.0,89.0,91.0,86.0,83.0,85.0,84.0,85.0,84.0,85.0,83.0,85.0,84,83,84,82,83,86.0,86,86,86,85,0,86.2,85.2,85.8,85.6,83.66666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,78.31
LANES25-137,Lananpin Elementary School,12,82.0,80.0,82.0,82.0,82.0,82.0,82.0,83.0,83.0,82.0,82.0,83.0,83.0,83,82,81,83,83,82.0,81,81,80,84,1,82.4,81.4,81.6,83.0,82.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
LANES25-014,Lananpin Elementary School,11,92.0,92.0,92.0,92.0,91.0,91.0,92.0,88.0,91.0,88.0,90.0,90.0,89.0,89,90,88,90,92,84.65789474,90,89,89,91,1,89.531578948,90.2,90.2,90.4,89.66666666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
BES24-033,Badipa Elementary School,11,75.0,75.0,75.0,75.0,78.0,76.0,77.0,77.0,78.0,76.0,77.0,77.0,76.0,81,81,81,81,81,75.0,75,75,75,75,0,77.4,76.6,77.0,76.8,77.66666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.7
UICS25-301,Urdaneta I Central School,12,85.0,86.0,84.0,84.0,86.0,84.0,84.0,87.0,85.0,83.0,83.0,85.0,86.0,84,84,84,84,84,86.0,84,84,84,84,1,85.2,84.2,83.8,85.0,84.33333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,66.82
NAN25-071,Nancayasan Elementary School,14,83.0,95.0,95.0,75.0,95.0,92.0,88.0,88.0,92.0,89.0,75.0,83.0,77.0,75,84,88,83,76,87.0,77,75,82,80,1,86.4,87.4,84.2,79.2,82.66666666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.64
UICS25-328,Urdaneta I Central School,12,87.0,84.0,88.0,88.0,88.0,88.0,88.0,88.0,89.0,88.0,89.0,87.0,87.0,88,88,89,88,87,92.0,92,92,91,92,1,88.8,88.0,89.2,88.4,88.66666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-289,Urdaneta I Central School,11,88.0,88.0,88.0,90.0,87.0,89.0,88.0,86.0,89.0,85.0,85.0,85.0,85.0,82,81,78,84,86,81.0,80,80,80,81,1,85.4,84.6,83.8,85.6,83.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UISC24-020,Urdaneta City SPED Center,12,90.0,88.0,89.0,91.0,91.0,91.0,91.0,91.0,92.0,92.0,93.0,93.0,93.0,91,95,93,96,93,92.0,93,93,91,90,0,91.2,91.8,91.8,91.6,93.33333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76.93
BES25-080,Badipa Elementary School,11,81.0,79.0,79.0,81.0,75.0,75.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,78,78,78,78,76,77.0,77,77,77,77,1,77.4,77.0,77.2,77.2,77.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS25-309,Urdaneta I Central School,11,91.0,91.0,89.0,88.0,89.0,89.0,88.0,87.0,87.0,86.0,86.0,86.0,86.0,91,91,91,92,92,90.0,90,89,90,90,1,89.6,89.4,88.6,88.6,89.33333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-218,Urdaneta I Central School,11,80.0,83.0,85.0,84.0,84.0,92.0,89.0,92.0,84.91689751,90.0,87.0,86.0,88.0,90,89,83,82,82,82.0,84,81,81,81,1,84.18337950200001,87.6,85.0,85.4,83.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS24-044,Urdaneta I Central School,12,88.0,90.0,86.0,88.0,88.0,89.0,87.0,89.0,89.0,89.0,87.0,87.0,88.0,92,92,90,90,90,87.0,86,85,85,83,0,88.8,89.2,87.0,87.6,87.33333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,74.03
BES24-001,Badipa Elementary School,11,81.0,79.0,80.0,86.0,83.0,81.0,81.0,83.0,82.0,82.0,82.0,81.0,81.0,84,83,83,82,82,86.0,82,85,84,86,0,83.2,81.4,82.2,83.6,82.33333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.7
UICS25-058,Urdaneta I Central School,11,89.0,89.0,89.0,91.0,90.0,89.0,89.0,90.0,89.0,88.0,88.0,87.0,87.0,88,88,88,86,86,86.0,86,86,87,87,1,88.4,88.0,88.0,88.2,86.66666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
DCBMES25-002,Don Clemente Blanco Memorial Elementary School,12,87.0,86.0,86.0,87.0,82.0,78.0,82.0,81.0,80.0,81.0,81.0,80.0,80.0,90,87,83,89,88,88.0,87,88,87,87,1,85.4,83.8,84.0,84.6,85.33333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.59
UICS25-290,Urdaneta I Central School,13,76.0,77.0,76.0,76.0,81.0,80.0,80.0,81.0,77.0,76.0,76.0,77.0,77.0,81,81,81,81,85,87.0,86,80,83,86,1,80.4,80.0,78.6,81.0,80.33333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
