learnerID,School,Filipino_avg,English_avg,Math_avg,AralPan_avg,Science_avg,Age,Gender_F,Gender_M,Mother Tongue_Cebuano / Sinugbuanong Binisay,Mother Tongue_English,Mother Tongue_Hiligaynon,Mother Tongue_Ilocano,Mother Tongue_Kamayo,Mother Tongue_Kapampangan,Mother Tongue_Maranao,Mother Tongue_Pangasinan,Mother Tongue_Tagalog,Nutritional Status_Normal,Nutritional Status_Obese,Nutritional Status_Overweight,Nutritional Status_Severely Wasted,Nutritional Status_Wasted,MPS
BES25-064,Badipa Elementary School,81.4,80.2,80.0,81.0,82.0,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
LANES24-011,Lananpin Elementary School,93.2,92.4,92.6,93.2,92.66666666666667,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78.31
UICS25-311,Urdaneta I Central School,86.2,85.6,85.2,85.8,85.33333333333333,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
BES25-050,Badipa Elementary School,83.6,82.2,83.0,83.0,84.66666666666667,12,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS25-067,Urdaneta I Central School,83.8,83.2,83.0,83.6,83.33333333333333,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
LANES25-017,Lananpin Elementary School,83.6,82.8,83.2,84.0,84.0,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
UISC24-019,Urdaneta City SPED Center,93.2,92.0,92.0,93.4,93.0,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76.93
UICS25-181,Urdaneta I Central School,82.6,81.4,81.6,83.2,82.66666666666667,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,66.82
BES25-137,Badipa Elementary School,79.8,79.2,79.4,80.8,78.33333333333333,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS25-074,Urdaneta I Central School,81.6,81.2,81.0,82.0,83.66666666666667,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,66.82
UISC25-088,Urdaneta City SPED Center,91.2,91.4,91.0,91.4,91.0,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
LANES25-070,Lananpin Elementary School,77.8,77.4,78.2,78.4,77.66666666666667,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
DAFSIS25-027,Don Alipio Fernandez Sr. Integrated School,84.0,83.8,84.8,84.2,84.0,12,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73.08
NAN25-036,Nancayasan Elementary School,85.4,85.2,84.2,85.8,85.66666666666667,10,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.64
UISC25-019,Urdaneta City SPED Center,87.4,87.2,86.0,86.0,86.33333333333333,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
LANES24-002,Lananpin Elementary School,81.8,80.8,81.2,81.4,80.0,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78.31
BES25-014,Badipa Elementary School,88.2,87.6,87.6,87.6,86.66666666666667,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UISC25-026,Urdaneta City SPED Center,91.2,91.6,92.4,93.0,92.0,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
LANES25-118,Lananpin Elementary School,92.0,91.4,91.0,92.2,90.66666666666667,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
LANES25-151,Lananpin Elementary School,81.8,80.6,82.0,81.2,79.66666666666667,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
UICS25-172,Urdaneta I Central School,84.4,84.2,84.0,84.4,85.33333333333333,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-312,Urdaneta I Central School,84.6,83.4,83.4,84.4,82.33333333333333,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
LANES25-010,Lananpin Elementary School,84.6,83.6,83.8,84.6,82.0,13,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
UISC25-011,Urdaneta City SPED Center,86.8,86.2,86.8,87.0,87.66666666666667,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72.08
BES25-169,Badipa Elementary School,90.0,91.2,90.4,89.8,89.0,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
DCBMES25-003,Don Clemente Blanco Memorial Elementary School,82.6,81.0,81.4,81.4,83.33333333333333,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.59
UISC24-005,Urdaneta City SPED Center,90.4,91.0,90.0,91.0,90.66666666666667,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76.93
UISC25-060,Urdaneta City SPED Center,93.2,93.6,92.0,93.8,92.66666666666667,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
UICS25-090,Urdaneta I Central School,85.4,85.6,84.2,85.4,85.66666666666667,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
BES25-024,Badipa Elementary School,83.2,82.0,81.8,82.4,83.33333333333333,12,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS25-314,Urdaneta I Central School,85.4,84.6,84.6,85.8,86.33333333333333,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UISC25-108,Urdaneta City SPED Center,88.8,88.2,88.2,87.6,88.33333333333333,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72.08
UICS24-050,Urdaneta I Central School,85.4,84.4,84.8,85.4,84.66666666666667,14,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.03
UICS25-132,Urdaneta I Central School,86.6,85.4,85.8,86.6,86.0,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-115,Urdaneta I Central School,87.2,86.6,86.4,86.0,83.66666666666667,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
BES25-042,Badipa Elementary School,83.0,82.2,82.6,83.2,86.0,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
LANES25-046,Lananpin Elementary School,87.8,87.0,88.4,88.0,88.0,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62.7
UICS25-302,Urdaneta I Central School,85.6,83.8,84.2,84.0,84.66666666666667,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UISC25-100,Urdaneta City SPED Center,90.2,90.6,89.2,90.2,89.0,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
UICS25-173,Urdaneta I Central School,77.6,77.4,77.2,77.6,78.33333333333333,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
UISC25-064,Urdaneta City SPED Center,91.6,91.6,91.0,91.6,90.0,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
UICS25-023,Urdaneta I Central School,87.6,87.8,88.8,87.8,86.66666666666667,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
BES25-075,Badipa Elementary School,76.2,76.2,76.0,76.8,77.0,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS24-012,Urdaneta I Central School,87.2,86.0,85.6,86.2,86.33333333333333,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,74.03
UICS24-069,Urdaneta I Central School,78.2,77.6,77.4,78.4,78.33333333333333,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,74.03
LANES25-141,Lananpin Elementary School,87.8,86.2,87.8,87.8,88.33333333333333,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
UICS25-050,Urdaneta I Central School,88.4,89.2,88.0,87.6,87.33333333333333,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
BES25-210,Badipa Elementary School,86.4,85.8,85.6,86.2,84.33333333333333,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS25-013,Urdaneta I Central School,89.8,89.6,89.4,89.0,90.0,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
NAN25-029,Nancayasan Elementary School,88.4,88.0,88.0,88.6,90.66666666666667,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.64
UISC25-017,Urdaneta City SPED Center,93.2,92.2,92.2,92.6,93.0,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
NAN25-009,Nancayasan Elementary School,91.0,90.4,90.6,90.8,92.0,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.64
LANES25-025,Lananpin Elementary School,89.4,88.6,88.8,89.2,90.33333333333333,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
UICS25-369,Urdaneta I Central School,77.8,77.0,77.4,78.0,78.33333333333333,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-367,Urdaneta I Central School,77.6,77.4,77.4,78.6,77.0,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
LANES25-101,Lananpin Elementary School,87.0,86.2,86.8,86.6,87.33333333333333,12,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,62.7
BES25-088,Badipa Elementary School,76.6,76.0,76.4,77.0,76.33333333333333,14,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS25-140,Urdaneta I Central School,81.4,82.0,80.8,84.0,79.66666666666667,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
LANES25-089,Lananpin Elementary School,80.2,79.4,79.4,80.8,79.66666666666667,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
BES25-115,Badipa Elementary School,80.6,79.8,78.6,79.8,78.66666666666667,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
LANES25-056,Lananpin Elementary School,79.4,78.2,79.4,79.6,79.66666666666667,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
BES25-090,Badipa Elementary School,78.2,77.2,77.6,78.0,76.33333333333333,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS25-065,Urdaneta I Central School,91.6,91.0,90.6,91.2,89.66666666666667,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UISC25-016,Urdaneta City SPED Center,90.2,91.6,89.8,90.8,91.66666666666667,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
UICS24-019,Urdaneta I Central School,84.4,84.0,84.2,84.2,84.0,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.03
BES24-025,Badipa Elementary School,82.4,81.0,81.8,82.4,81.66666666666667,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.7
UISC25-051,Urdaneta City SPED Center,91.6,91.6,90.8,91.6,91.0,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
LANES25-081,Lananpin Elementary School,87.4,87.0,86.6,87.6,87.33333333333333,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
NAN24-004,Nancayasan Elementary School,82.8,80.8,81.4,82.2,80.0,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,65.57
DCBMES25-017,Don Clemente Blanco Memorial Elementary School,85.6,84.0,83.2,84.2,85.66666666666667,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.59
UICS25-234,Urdaneta I Central School,85.783379502,86.2,86.6,86.2,85.66666666666667,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
BES25-079,Badipa Elementary School,79.4,79.2,79.2,79.4,79.0,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS25-139,Urdaneta I Central School,79.4,78.4,78.0,78.8,78.33333333333333,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,66.82
UISC24-026,Urdaneta City SPED Center,90.0,89.8,89.8,89.8,90.33333333333333,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,76.93
UICS25-307,Urdaneta I Central School,87.2,86.8,86.6,86.6,84.33333333333333,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-236,Urdaneta I Central School,84.983379502,86.4,85.8,85.0,85.33333333333333,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
UISC25-055,Urdaneta City SPED Center,91.4,92.8,91.0,92.0,92.33333333333333,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,72.08
NAN24-008,Nancayasan Elementary School,78.0,77.2,77.8,79.0,78.0,13,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,65.57
UISC25-056,Urdaneta City SPED Center,91.8,90.8,91.2,91.8,89.33333333333333,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
UISC25-040,Urdaneta City SPED Center,88.6,87.6,88.4,88.6,88.33333333333333,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
UISC25-042,Urdaneta City SPED Center,94.6,95.0,94.6,94.4,95.66666666666667,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
UICS25-099,Urdaneta I Central School,80.2,80.2,80.8,81.2,80.33333333333333,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-145,Urdaneta I Central School,81.6,80.8,81.6,81.8,81.0,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
BES24-010,Badipa Elementary School,82.0,80.6,82.8,82.8,82.0,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.7
LANES25-040,Lananpin Elementary School,79.4,78.4,79.2,79.8,78.0,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
UICS24-054,Urdaneta I Central School,87.2,86.4,86.6,86.4,86.33333333333333,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.03
UICS25-327,Urdaneta I Central School,85.4,84.8,85.0,85.4,85.66666666666667,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
DAFSIS25-034,Don Alipio Fernandez Sr. Integrated School,85.0,83.6,85.4,84.0,84.66666666666667,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73.08
UICS25-084,Urdaneta I Central School,92.8,92.0,91.2,91.2,91.66666666666667,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-009,Urdaneta I Central School,90.6,89.8,90.0,90.0,89.33333333333333,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
BES25-015,Badipa Elementary School,86.6,87.0,86.2,87.0,86.66666666666667,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
DAFSIS25-037,Don Alipio Fernandez Sr. Integrated School,90.2,90.4,89.2,90.2,92.0,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73.08
BES24-007,Badipa Elementary School,86.4,85.4,85.4,86.0,85.66666666666667,12,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.7
LANES25-113,Lananpin Elementary School,88.4,87.0,86.2,86.8,87.0,12,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62.7
UICS24-071,Urdaneta I Central School,82.8,81.2,81.8,82.8,84.0,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.03
BES24-041,Badipa Elementary School,89.2,88.8,89.0,90.2,88.66666666666667,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.7
UICS25-255,Urdaneta I Central School,84.8,83.6,83.2,85.2,83.66666666666667,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-143,Urdaneta I Central School,83.6,82.6,82.8,83.6,82.33333333333333,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66.82
UISC25-063,Urdaneta City SPED Center,93.0,94.8,93.2,92.8,93.0,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
UICS24-051,Urdaneta I Central School,79.6,78.6,80.2,80.4,79.0,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,74.03
LANES25-121,Lananpin Elementary School,80.6,79.8,79.8,80.8,78.66666666666667,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,62.7
UICS25-249,Urdaneta I Central School,82.6,82.2,82.6,82.8,82.33333333333333,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-066,Urdaneta I Central School,91.8,90.0,90.8,90.6,89.33333333333333,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-211,Urdaneta I Central School,82.18337950200001,82.2,81.4,81.0,80.66666666666667,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-015,Urdaneta I Central School,83.4,81.0,81.4,82.8,82.33333333333333,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UISC24-032,Urdaneta City SPED Center,90.6,90.4,88.2,90.2,91.66666666666667,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,76.93
NAN25-043,Nancayasan Elementary School,86.8,82.2,79.8,85.0,81.33333333333333,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,58.64
UICS25-355,Urdaneta I Central School,80.6,80.2,79.2,81.2,79.66666666666667,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
LANES24-005,Lananpin Elementary School,83.8,82.0,82.0,83.4,84.0,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78.31
UICS25-395,Urdaneta I Central School,86.2,85.2,85.6,85.2,83.66666666666667,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-276,Urdaneta I Central School,78.8,77.8,78.6,79.0,78.66666666666667,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,66.82
UICS25-257,Urdaneta I Central School,81.2,80.8,80.0,82.6,80.0,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS24-022,Urdaneta I Central School,80.2,79.8,79.8,80.2,79.33333333333333,12,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.03
UISC25-091,Urdaneta City SPED Center,90.2,89.2,89.2,89.8,88.33333333333333,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
LANES25-145,Lananpin Elementary School,86.4,85.6,85.2,85.8,85.66666666666667,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
LANES25-094,Lananpin Elementary School,82.2,81.2,81.2,81.4,82.0,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
NAN25-040,Nancayasan Elementary School,85.2,83.4,84.8,84.4,83.66666666666667,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.64
BES25-131,Badipa Elementary School,78.8,79.0,79.2,79.2,79.33333333333333,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
LANES25-011,Lananpin Elementary School,84.2,83.4,82.8,84.2,84.0,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
UICS25-007,Urdaneta I Central School,84.2,84.0,84.2,85.0,84.33333333333333,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
DCBMES25-010,Don Clemente Blanco Memorial Elementary School,90.2,91.6,90.4,90.2,85.66666666666667,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.59
UISC25-102,Urdaneta City SPED Center,92.8,91.2,90.4,91.4,91.33333333333333,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
BES25-093,Badipa Elementary School,75.2,75.2,75.2,75.2,75.33333333333333,13,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
