Learner ID,Gender,Age,Mother Tongue,Nutritional Status,Filipino 1,English 1,Math 1,Aral Pan 1,Filipino 2,English 2,Math 2,Aral Pan 2,Filipino 3,English 3,Math 3,Science 3,Aral Pan 3,Filipino 4,English 4,Math 4,Science 4,Aral Pan 4,Filipino 5,English 5,Math 5,Science 5,Aral Pan 5,MPS
BES25-196,F,11,Ilocano,Normal,80,80,79,80,81,80,81,82,85,79,79,83,81,84,84,84,84,84,84,82,83,84,84,80.54
BES25-197,F,11,Ilocano,Normal,85,87,87,87,88,82,85,84,85,85,85,85,85,83,82,84,83,84,84,83,84,84,84,80.54
BES25-198,F,11,Ilocano,Normal,90,92,89,89,85,84,84,84,84,84,84,82,84,83,81,79,79,83,84,83,84,83,83,80.54
BES25-199,F,11,Ilocano,Normal,87,85,89,91,89,89,90,90,86,84,84,84,83,83,81,81,81,83,88,88,87,88,89,80.54
BES25-200,M,11,Ilocano,Normal,91,86,87,87,87,87,87,87,91,91,91,91,91,82,81,83,82,82,85,83,84,83,84,80.54
BES25-201,M,11,Ilocano,Normal,76,75,76,75,76,75,75,76,76,76,76,76,76,83,83,83,83,83,84,82,82,82,83,80.54
BES25-202,M,11,Ilocano,Normal,77,75,75,75,75,75,75,76,76,76,76,76,76,83,83,84,83,82,83,81,81,82,82,80.54
BES25-203,M,11,Ilocano,Normal,84,81,84,84,84,82,84,85,83,83,82,82,82,82,82,82,82,82,83,81,81,82,81,80.54
BES25-204,M,11,Ilocano,Normal,77,77,76,77,77,78,77,77,77,77,77,77,77,83,83,83,82,82,83,82,82,82,82,80.54
BES25-205,M,12,Ilocano,Normal,79,80,80,80,76,76,76,76,78,78,78,78,78,83,78,80,80,82,81,81,80,81,82,80.54
BES25-206,M,11,Ilocano,Normal,78,76,81,80,84,82,82,82,84,83,83,82,82,84,83,85,84,84,82,81,81,82,82,80.54
BES25-207,M,11,Ilocano,Normal,78,76,76,78,79,78,78,78,79,79,79,79,79,85,85,85,84,85,85,83,82,82,85,80.54
BES25-208,M,11,Ilocano,Normal,89,84,87,86,81,81,82,84,83,82,82,82,82,84,83,83,82,82,81,81,81,81,82,80.54
BES25-209,M,11,Ilocano,Normal,83,83,84,83,78,78,78,80,79,79,78,78,78,83,83,83,83,83,83,81,81,82,82,80.54
BES25-210,M,11,Ilocano,Normal,90,89,88,90,86,87,87,87,87,86,86,86,87,83,83,83,83,83,86,84,84,84,84,80.54
BES25-211,M,11,Ilocano,Normal,86,87,85,85,84,81,81,86,84,84,84,84,84,83,83,82,82,83,84,82,85,85,85,80.54
BES25-212,M,11,Ilocano,Normal,82,79,81,82,87,87,86,86,82,81,82,81,82,83,82,83,82,83,86,85,86,86,86,80.54
BES25-213,M,11,Ilocano,Normal,77,76,75,76,82,81,82,82,77,77,77,77,78,82,80,81,82,82,82,81,81,82,83,80.54
BES25-214,M,11,Ilocano,Overweight,79,80,78,78,78,78,77,78,82,81,81,82,82,82,81,81,81,83,83,81,82,82,81,80.54
DAPSMECSE25-001,M,11,Ilocano,Normal,92,91,93,93,92,92,94,94,93,93,94,94,93,93,94,93,94,92,95,94,94,96,92,75.71
DAPSMECSE25-002,F,11,Ilocano,Normal,78,79,78,78,81,79,79,80,79,78,78,78,78,85,84,84,85,86,85,84,85,87,87,75.71
DAPSMECSE25-003,M,11,Ilocano,Normal,87,87,89,88,87,86,86,87,91,89,90,91,89,93,92,93,94,92,93,93,93,95,91,75.71
DAPSMECSE25-004,M,11,Ilocano,Normal,79,78,78,78,80,80,78,80,85,84,84,85,85,87,85,84,84,86,85,83,84,87,85,75.71
DAPSMECSE25-005,F,11,Ilocano,Normal,85,84,85,86,87,84,85,87,85,84,84,84,86,86,85,84,85,86,84,85,84,86,83,75.71
DAPSMECSE25-006,F,12,Ilocano,Normal,81,81,79,83,88,85,86,89,87,86,85,86,87,87,85,86,84,86,82,81,83,84,84,75.71
DAPSMECSE25-007,F,11,Ilocano,Normal,87,84,85,87,88,85,85,88,88,86,86,87,87,84,82,83,84,85,83,82,81,84,81,75.71
DAPSMECSE25-008,F,11,Ilocano,Normal,78,75,78,78,80,80,80,82,81,77,77,78,78,82,80,81,81,82,80,80,85,83,84,75.71
DAPSMECSE25-009,F,11,Ilocano,Normal,78,77,78,80,82,82,80,84,86,84,85,86,87,83,81,80,81,81,83,83,84,85,85,75.71
DAPSMECSE25-010,F,11,Ilocano,Normal,86,85,86,87,87,86,85,88,84,85,85,87,85,87,86,86,85,86,87,86,89,90,88,75.71
DAPSMECSE25-011,F,12,Ilocano,Normal,88,88,86,87,88,88,88,87,95,87,87,89,89,88,88,87,87,87,90,89,86,90,88,75.71
DAPSMECSE25-012,F,11,Ilocano,Normal,76,75,76,76,79,79,78,83,83,84,84,86,84,80,79,79,79,80,83,81,82,80,84,75.71
DAPSMECSE25-013,F,11,Ilocano,Normal,75,75,75,75,75,75,75,75,76,76,76,76,76,75,75,75,75,75,75,75,75,75,75,75.71
DAPSMECSE25-014,M,10,Ilocano,Normal,82,81,85,86,85,84,84,85,85,83,86,86,87,87,86,85,85,86,85,85,84,89,85,75.71
DAPSMECSE25-015,M,11,Ilocano,Normal,75,75,75,78,77,77,77,79,80,79,80,79,80,81,81,80,79,78,81,81,82,83,83,75.71
DAPSMECSE25-016,M,10,Ilocano,Normal,77,76,76,79,82,81,79,80,82,79,77,80,85,83,82,82,82,82,83,81,83,90,86,75.71
DAPSMECSE25-017,M,10,Ilocano,Normal,79,79,78,79,81,81,78,80,79,78,79,78,78,82,82,82,82,82,80,80,79,78,81,75.71
DAPSMECSE25-018,F,11,Ilocano,Normal,88,88,86,87,88,88,88,87,90,87,87,89,89,88,88,87,87,87,90,89,86,90,88,75.71
DAPSMECSE25-019,M,10,Ilocano,Normal,75,75,75,76,77,77,77,78,77,77,82,78,78,76,76,76,76,76,76,75,76,76,77,75.71
DAPSMECSE25-020,F,11,Ilocano,Normal,75,75,78,79,79,78,78,81,81,84,85,82,85,80,80,80,80,80,82,81,81,81,83,75.71
DAPSMECSE25-021,M,11,Ilocano,Normal,88,85,87,88,87,86,86,87,87,83,85,88,88,90,90,86,90,87,84,82,85,83,84,75.71
DAPSMECSE25-022,M,11,Ilocano,Normal,76,75,75,76,76,75,75,76,79,78,81,78,77,79,77,80,78,79,84,81,83,84,84,75.71
DAPSMECSE25-023,M,10,Ilocano,Normal,77,75,76,77,78,78,78,78,84,83,84,84,84,83,80,80,81,81,80,80,82,84,84,75.71
DAPSMECSE25-024,F,11,Ilocano,Normal,89,89,91,91,90,88,89,89,89,88,92,95,88,92,91,93,91,93,95,94,92,93,94,75.71
DAPSMECSE25-025,F,11,Ilocano,Normal,81,81,79,83,88,85,86,89,87,86,85,86,87,87,85,86,84,86,82,81,83,84,84,75.71
DAPSMECSE25-026,F,15,Tagalog,Normal,86,85,86,86,83,82,83,83,83,82,81,83,82,86,84,85,85,86,84,82,86,87,85,75.71
DAPSMECSE25-027,F,11,Ilocano,Normal,86,83,82,84,88,82,83,87,85,85,81,82,83,81,81,82,82,83,82,83,81,82,80,75.71
DAPSMECSE25-028,M,11,Ilocano,Normal,79,79,78,79,81,81,78,80,79,78,79,78,78,82,82,82,82,82,80,80,79,75,81,75.71
DAPSMECSE25-029,M,11,Ilocano,Normal,85,81,88,85,85,84,88,86,89,89,89,89,89,85,85,85,86,84,83,82,87,83,83,75.71
DAPSMECSE25-030,M,12,Ilocano,Normal,83,83,84,84,78,77,79,80,78,79,86,77,79,85,83,84,84,85,83,82,83,88,85,75.71
DAPSMECSE25-031,M,11,Pangasinan,Normal,89,90,88,89,80,82,79,81,84,85,84,85,84,85,81,80,81,80,83,78,80,79,83,75.71
DAPSMECSE25-032,M,11,Tagalog,Normal,90,89,88,90,91,88,88,89,88,88,88,91,89,86,86,86,86,87,84,81,82,82,84,75.71
DAPSMECSE25-033,M,11,Ilocano,Normal,75,75,75,75,76,75,75,76,76,76,76,77,76,80,79,79,80,80,89,88,88,88,87,75.71
DAPSMECSE25-034,M,11,Ilocano,Normal,75,75,75,75,77,76,77,78,76,76,76,76,76,77,76,76,78,75,78,77,77,77,78,75.71
DAFSIS25-001,M,11,Ilocano,Normal,84,82,84,84,85,81,83,84,85,82,83,84,84,84,81,84,83,83,80,81,88,80,83,73.08
DAFSIS25-002,M,11,Ilocano,Normal,80,79,79,79,80,81,80,81,81,82,82,82,82,80,80,81,79,80,90,87,88,85,88,73.08
DAFSIS25-003,M,11,Ilocano,Normal,88,87,87,86,86,83,85,84,87,85,87,86,86,85,84,85,85,84,82,84,85,85,80,73.08
DAFSIS25-004,M,11,Ilocano,Overweight,85,86,86,85,82,81,81,82,86,86,85,85,85,81,81,84,82,82,79,80,78,80,82,73.08
DAFSIS25-005,M,11,Ilocano,Normal,91,92,90,89,91,90,90,89,91,90,90,91,90,90,90,91,90,90,97,95,92,94,93,73.08
DAFSIS25-006,M,11,Ilocano,Normal,87,89,86,86,85,85,86,84,86,86,86,89,89,84,85,82,82,83,83,82,77,82,78,73.08
DAFSIS25-007,M,11,Ilocano,Normal,85,83,84,85,86,82,84,84,87,86,86,87,87,84,82,84,84,83,83,86,78,87,86,73.08
DAFSIS25-008,M,11,Ilocano,Normal,86,87,86,85,84,85,84,85,87,87,87,86,87,84,84,84,83,84,82,83,80,82,79,73.08
DAFSIS25-009,M,11,Ilocano,Normal,87,87,87,86,84,82,84,84,86,84,86,86,87,86,84,85,85,85,83,86,86,85,88,73.08
DAFSIS25-010,M,11,Ilocano,Normal,80,80,79,79,84,84,84,85,87,87,87,87,87,76,75,75,75,76,77,81,79,79,77,73.08
DAFSIS25-011,M,11,Ilocano,Normal,89,87,88,87,87,86,87,87,90,89,89,90,89,90,89,91,90,89,93,92,93,92,95,73.08
DAFSIS25-012,M,11,Ilocano,Wasted,88,86,87,87,87,86,87,86,90,89,90,90,91,87,86,87,87,87,95,93,91,95,93,73.08
DAFSIS25-013,M,11,Ilocano,Normal,86,88,84,84,85,85,85,86,85,85,84,84,85,84,85,84,84,85,84,84,79,84,79,73.08
DAFSIS25-014,F,11,Ilocano,Normal,78,79,77,78,80,77,78,78,81,80,80,80,80,77,77,77,77,78,76,79,79,78,79,73.08
DAFSIS25-015,F,11,Ilocano,Normal,85,84,85,84,88,86,86,85,90,89,89,89,89,86,85,86,86,86,92,92,86,91,93,73.08
DAFSIS25-016,F,11,Ilocano,Normal,87,86,86,86,87,86,86,87,87,86,86,86,87,88,87,86,84,86,92,88,87,86,85,73.08
DAFSIS25-017,F,11,Ilocano,Normal,88,87,87,87,88,87,87,87,90,89,89,89,90,90,89,90,90,90,97,94,92,93,94,73.08
DAFSIS25-018,F,11,Ilocano,Normal,85,86,85,85,86,85,84,86,81,81,81,81,81,78,78,82,79,80,90,87,89,86,87,73.08
DAFSIS25-019,F,11,Ilocano,Normal,87,86,86,86,87,86,84,86,89,88,87,88,89,89,88,90,88,89,96,93,92,94,93,73.08
DAFSIS25-020,F,11,Ilocano,Normal,91,91,90,89,89,89,89,89,91,91,90,90,90,94,95,94,94,94,98,97,94,96,96,73.08
DAFSIS25-021,F,11,Ilocano,Normal,80,82,80,81,79,80,78,79,81,80,80,82,80,85,85,84,84,86,87,85,83,84,84,73.08
DAFSIS25-022,F,11,Ilocano,Wasted,82,81,81,82,78,78,77,78,84,81,81,81,84,82,81,83,83,84,80,78,82,79,80,73.08
DAFSIS25-023,F,12,Ilocano,Normal,92,92,88,88,85,84,84,84,86,85,85,85,85,87,85,89,85,87,95,94,92,93,91,73.08
DAFSIS25-024,F,12,Ilocano,Normal,85,84,85,85,87,87,88,89,88,87,88,88,87,85,84,87,85,87,91,86,88,85,85,73.08
DAFSIS25-025,F,12,Ilocano,Normal,90,88,88,88,88,88,88,87,88,89,89,89,89,90,89,90,90,90,97,95,90,95,93,73.08
DAFSIS25-026,F,12,Ilocano,Normal,87,88,86,87,85,81,83,83,86,84,85,85,85,83,82,81,82,82,83,89,79,88,84,73.08
DAFSIS25-027,F,12,Ilocano,Normal,86,87,85,85,85,83,83,85,85,83,84,85,85,83,82,82,83,83,81,84,90,84,83,73.08
DAFSIS25-028,F,12,Ilocano,Normal,84,85,85,85,86,86,84,84,86,86,86,86,86,82,81,82,82,82,85,84,87,84,86,73.08
DAFSIS25-029,M,11,Ilocano,Normal,87,86,82,89,90,91,91,90,91,90,90,90,90,81,81,83,83,84,85,86,82,85,86,73.08
DAFSIS25-030,M,12,Ilocano,Normal,87,86,85,85,86,84,86,85,87,85,85,85,86,86,85,87,87,87,87,86,79,85,83,73.08
DAFSIS25-031,M,12,Ilocano,Normal,80,80,80,83,85,81,81,83,84,81,81,82,83,79,77,78,77,78,79,80,78,80,77,73.08
DAFSIS25-032,M,12,Ilocano,Normal,84,82,84,84,83,82,83,83,83,83,83,83,82,83,83,81,80,82,86,81,88,82,84,73.08
DAFSIS25-033,M,12,Ilocano,Normal,90,91,89,88,87,85,86,85,89,88,89,90,89,86,85,87,86,86,90,87,87,86,89,73.08
DAFSIS25-034,M,12,Ilocano,Normal,84,82,84,84,84,82,83,83,86,85,86,86,86,84,83,87,82,83,87,86,87,86,84,73.08
DAFSIS25-035,M,12,Ilocano,Normal,87,84,86,84,90,89,90,90,91,90,90,90,90,90,90,87,89,86,91,93,89,92,91,73.08
DAFSIS25-036,M,12,Ilocano,Normal,80,79,81,82,85,83,84,85,81,81,81,81,81,78,78,79,77,78,81,80,81,79,79,73.08
DAFSIS25-037,M,12,Ilocano,Normal,89,89,89,91,84,83,84,84,91,91,90,91,91,93,94,91,92,94,94,95,92,93,91,73.08
DAFSIS25-038,M,11,Ilocano,Normal,76,77,76,77,77,76,76,77,78,77,77,77,77,77,77,78,80,79,78,79,80,79,79,73.08
DAFSIS25-039,M,12,Ilocano,Obese,86,84,85,86,85,85,84,85,87,86,86,86,86,89,89,91,88,90,96,93,91,93,93,73.08
DAFSIS25-040,M,12,Ilocano,Normal,85,85,83,84,85,84,84,85,87,86,86,86,87,80,80,80,80,80,83,86,86,89,81,73.08
DAFSIS25-041,M,12,Ilocano,Normal,78,78,78,78,85,83,84,85,83,81,81,82,82,75,75,75,75,75,79,79,79,78,78,73.08
DAFSIS25-042,F,11,Ilocano,Overweight,93,92,92,92,91,91,90,90,92,91,91,90,91,94,93,94,94,94,94,93,94,94,94,73.08
DAFSIS25-043,M,11,Ilocano,Normal,76,76,77,77,75,75,75,75,80,78,78,79,79,77,76,77,77,78,76,79,78,79,77,73.08
DAFSIS25-044,M,11,Ilocano,Normal,86,85,88,86,85,84,83,84,88,88,88,88,88,88,88,88,86,87,89,91,92,91,89,73.08
DAFSIS25-045,M,11,Ilocano,Wasted,92,83,90,89,91,89,90,89,91,89,91,91,91,90,90,89,90,90,93,92,88,91,90,73.08
DAFSIS25-046,F,11,Ilocano,Normal,87,86,86,86,86,86,84,86,84,88,87,88,89,89,88,90,88,89,96,93,92,94,93,73.08
DAFSIS25-047,F,11,Ilocano,Normal,89,88,88,90,91,89,87,91,89,87,89,91,90,93,93,92,91,92,93,92,91,92,91,73.08
DAFSIS25-048,M,11,Ilocano,Normal,87,89,89,91,84,83,84,84,91,91,90,91,91,93,94,91,92,94,94,95,92,92,91,73.08
DAFSIS25-049,M,11,Ilocano,Normal,76,77,76,78,77,76,76,77,77,77,77,77,77,78,77,78,82,79,78,79,80,79,79,73.08
DAFSIS25-050,M,11,Ilocano,Normal,86,84,85,86,85,85,84,85,87,86,85,86,86,89,89,91,88,90,96,93,91,93,93,73.08
DCBMES25-001,M,12,Ilocano,Normal,86,85,86,86,87,86,86,87,86,85,85,85,86,88,84,81,88,87,91,87,87,90,89,33.59
DCBMES25-002,M,12,Ilocano,Normal,87,86,86,87,82,78,82,81,80,81,81,80,80,90,87,83,89,88,88,87,88,87,87,33.59
DCBMES25-003,M,11,Ilocano,Normal,82,81,80,79,78,76,77,79,80,81,82,80,80,86,82,82,84,84,87,85,86,86,85,33.59
DCBMES25-004,M,11,Ilocano,Normal,91,90,90,90,91,94,93,92,92,93,91,93,92,95,94,91,96,91,96,94,94,95,95,33.59
DCBMES25-005,M,12,Ilocano,Normal,81,77,80,79,76,75,77,77,77,78,77,77,77,78,77,77,79,76,83,79,79,81,83,33.59
DCBMES25-006,M,11,Ilocano,Normal,79,76,79,76,77,76,78,79,84,81,82,82,82,84,81,81,82,83,82,82,83,81,83,33.59
DCBMES25-007,M,11,Ilocano,Normal,80,78,80,78,81,79,79,82,83,79,80,81,81,83,79,81,83,79,84,85,86,84,84,33.59
DCBMES25-008,M,11,Ilocano,Normal,84,84,84,85,80,79,78,81,84,85,84,83,86,82,79,81,81,82,85,83,84,85,87,33.59
DCBMES25-009,M,11,Ilocano,Normal,82,79,81,79,76,75,76,76,77,77,77,78,77,86,84,85,85,84,85,85,86,85,83,33.59
DCBMES25-010,M,11,Ilocano,Overweight,96,96,97,97,96,95,96,96,82,89,84,82,82,91,93,89,89,91,86,85,86,86,85,33.59
DCBMES25-011,F,11,Ilocano,Normal,78,76,77,76,75,75,75,75,77,77,77,76,77,81,79,79,82,80,83,82,83,83,81,33.59
DCBMES25-012,F,12,Ilocano,Normal,85,84,82,82,75,75,75,75,77,76,78,77,77,83,84,83,84,88,90,89,88,88,86,33.59
DCBMES25-013,F,11,Ilocano,Normal,87,85,85,85,92,90,89,91,89,89,89,90,90,88,89,87,90,89,91,91,92,91,90,33.59
DCBMES25-014,F,11,Ilocano,Normal,84,80,85,84,87,86,87,87,85,84,85,84,84,85,82,85,86,85,86,87,87,87,87,33.59
DCBMES25-015,F,11,Ilocano,Normal,88,89,87,88,89,88,87,88,86,87,86,87,87,88,86,86,86,88,87,89,90,87,88,33.59
DCBMES25-016,F,11,Ilocano,Normal,89,91,92,91,92,92,94,90,84,83,83,85,85,92,88,90,89,80,92,90,91,91,89,33.59
DCBMES25-017,F,11,Ilocano,Normal,85,82,82,82,84,83,82,84,84,82,82,83,83,88,87,83,87,86,87,86,87,87,86,33.59
DCBMES25-018,F,11,Ilocano,Normal,84,83,86,83,84,83,85,86,85,85,84,84,84,85,86,84,84,87,87,88,89,87,87,33.59
DCBMES25-019,F,11,Ilocano,Normal,89,89,88,89,90,89,90,89,92,90,90,90,90,89,87,85,87,88,80,80,89,88,89,33.59
DCBMES25-020,F,11,Ilocano,Normal,82,78,80,78,81,79,79,82,83,82,80,81,83,85,80,82,83,79,86,84,86,83,84,33.59
LANES25-001,M,12,Ilocano,Normal,78,78,78,78,80,81,81,80,81,79,80,79,80,77,78,78,79,80,81,79,79,79,80,62.7
LANES25-002,F,11,Tagalog,Normal,83,80,78,81,85,85,81,84,80,78,78,79,79,84,85,82,81,81,82,80,80,80,83,62.7
LANES25-003,M,11,Ilocano,Normal,83,83,83,84,85,85,85,84,79,78,78,79,78,87,86,84,81,82,89,87,87,88,86,62.7
LANES25-004,M,11,Ilocano,Normal,79,77,77,79,79,77,79,79,79,78,78,78,79,78,77,77,80,78,80,83,86,80,85,62.7
LANES25-005,M,12,Ilocano,Normal,77,77,78,78,82,81,81,82,82,81,81,82,82,79,78,79,79,79,79,78,78,78,77,62.7
LANES25-006,F,12,Ilocano,Normal,75,75,75,75,75,75,75,75,75,75,75,75,75,81,80,80,81,80,80,78,77,78,78,62.7
LANES25-007,F,11,Ilocano,Normal,80,79,82,81,78,78,78,78,79,80,79,79,78,82,83,81,81,80,85,82,82,82,83,62.7
LANES25-008,F,12,Ilocano,Normal,83,81,81,81,84,84,82,81,83,83,84,83,84,84,84,85,84,84,84,84,82,83,83,62.7
LANES25-009,F,11,Ilocano,Normal,90,90,89,90,89,88,89,89,90,90,90,90,90,92,91,92,91,91,89,88,89,89,89,62.7
LANES25-010,M,13,Ilocano,Normal,90,90,91,90,82,80,81,82,84,83,81,81,83,84,83,83,83,84,83,82,83,82,84,62.7
LANES25-011,M,11,Ilocano,Normal,83,82,82,83,84,84,83,85,86,87,86,86,86,84,82,81,84,84,84,82,82,82,83,62.7
LANES25-012,M,11,Ilocano,Wasted,81,80,81,82,81,81,81,81,83,81,82,83,83,81,82,83,77,81,84,82,82,82,84,62.7
LANES25-013,F,11,Ilocano,Overweight,81,82,81,80,84,83,84,84,82,82,82,83,84,83,83,81,81,80,83,83,83,84,83,62.7
LANES25-014,M,11,Ilocano,Normal,92,92,92,92,91,91,92,88,91,88,90,90,89,89,90,88,90,92,,90,89,89,91,62.7
LANES25-015,M,12,Ilocano,Normal,86,85,86,86,88,87,87,88,88,88,87,88,88,87,88,86,87,87,86,87,87,88,89,62.7
LANES25-016,M,11,Ilocano,Obese,83,81,83,83,86,86,85,85,86,86,86,86,86,85,85,83,85,85,86,86,85,87,86,62.7
LANES25-017,M,11,Ilocano,Normal,82,81,83,83,82,82,82,82,86,85,85,85,86,82,81,80,82,82,86,85,86,85,87,62.7
LANES25-018,M,12,Ilocano,Normal,83,81,84,84,88,87,87,89,87,86,86,87,87,86,84,83,84,85,85,84,84,83,85,62.7
LANES25-019,M,12,Ilocano,Normal,83,84,81,83,78,78,78,78,81,80,80,80,82,79,78,77,79,79,85,82,83,82,83,62.7
LANES25-020,M,12,Ilocano,Overweight,81,80,81,82,82,82,82,82,83,81,81,81,83,83,82,81,82,83,84,83,83,83,85,62.7
LANES25-021,M,11,Ilocano,Normal,79,78,77,77,80,79,80,81,81,81,81,81,82,77,78,79,77,79,78,77,77,77,77,62.7
LANES25-022,F,11,Tagalog,Normal,94,91,91,91,92,91,91,92,91,90,91,91,91,93,91,92,92,91,87,87,89,88,88,62.7
LANES25-023,F,11,Ilocano,Normal,78,78,78,79,78,78,80,83,82,80,81,81,80,84,85,83,83,81,82,80,80,80,83,62.7
LANES25-024,M,11,Ilocano,Wasted,86,85,86,86,82,82,81,84,83,83,84,82,84,83,83,85,83,84,83,81,84,82,85,62.7
LANES25-025,M,12,Ilocano,Normal,87,88,86,88,87,86,87,87,90,90,90,90,90,93,89,91,91,91,90,90,90,90,90,62.7
LANES25-026,F,12,Ilocano,Normal,82,80,82,83,76,76,76,76,80,79,79,79,80,82,84,82,80,81,80,78,79,78,80,62.7
LANES25-027,M,11,Ilocano,Normal,78,79,78,78,81,82,81,82,82,81,81,81,82,76,78,78,78,80,80,78,78,78,79,62.7
LANES25-028,F,11,Ilocano,Normal,83,80,81,82,82,82,82,82,82,82,81,82,83,83,82,82,81,82,84,86,84,84,84,62.7
LANES25-029,M,11,Ilocano,Wasted,76,76,80,82,83,84,82,83,82,79,80,79,81,78,78,78,78,84,80,81,79,82,82,62.7
LANES25-030,F,12,Tagalog,Normal,84,82,82,84,91,91,92,91,93,92,91,93,92,88,84,87,84,86,89,88,90,84,85,62.7
LANES25-031,F,11,Tagalog,Normal,87,88,87,89,87,87,88,91,85,85,85,85,85,78,80,77,81,78,87,85,84,85,87,62.7
LANES25-032,F,12,Ilocano,Normal,82,81,83,84,85,85,85,86,86,86,86,85,85,86,84,83,84,84,88,88,88,86,88,62.7
LANES25-033,F,12,Ilocano,Normal,82,82,80,79,99,97,92,94,95,94,94,94,95,87,86,88,87,87,85,87,87,87,87,62.7
LANES25-034,F,11,Ilocano,Normal,94,93,90,90,87,87,87,86,87,86,86,87,87,86,85,84,85,86,88,87,84,86,87,62.7
LANES25-035,M,11,Ilocano,Normal,82,80,82,82,84,85,86,84,83,83,84,82,83,83,83,83,82,82,78,78,77,77,77,62.7
LANES25-036,F,12,Tagalog,Normal,91,89,91,91,91,90,90,90,91,90,90,87,87,93,93,92,93,93,92,92,92,92,92,62.7
LANES25-037,F,11,Ilocano,Normal,90,90,86,89,92,91,92,91,90,90,90,90,90,87,85,84,87,86,87,85,84,86,86,62.7
LANES25-038,F,11,Tagalog,Normal,91,89,91,92,91,90,91,91,89,88,86,87,90,91,91,90,90,91,91,92,91,92,92,62.7
LANES25-039,F,12,Ilocano,Normal,86,87,86,87,85,84,84,83,91,90,90,90,90,91,90,92,90,90,87,89,87,89,90,62.7
LANES25-040,M,11,Ilocano,Normal,81,77,79,81,79,78,79,80,80,78,80,78,78,76,80,80,78,80,81,79,78,78,80,62.7
LANES25-041,F,13,Ilocano,Normal,87,85,83,86,85,85,85,86,85,83,84,84,84,84,83,83,84,85,87,84,84,85,85,62.7
LANES25-042,F,11,Ilocano,Normal,82,82,80,82,83,84,85,86,86,85,85,85,85,84,82,82,84,85,86,86,85,86,86,62.7
LANES25-043,F,11,Ilocano,Normal,90,92,90,92,92,93,92,92,90,90,90,90,90,93,90,92,90,92,92,92,92,93,92,62.7
LANES25-044,M,11,Ilocano,Normal,88,91,88,89,85,84,85,86,90,89,90,89,90,93,91,88,92,91,90,90,90,90,90,62.7
LANES25-045,M,11,Ilocano,Normal,83,84,82,81,85,85,84,85,86,85,85,86,86,82,80,80,83,83,86,84,86,85,85,62.7
LANES25-046,M,12,Ilocano,Overweight,85,84,86,85,89,88,88,88,88,88,88,88,88,89,86,91,88,89,88,89,89,88,90,62.7
LANES25-047,M,12,Ilocano,Normal,83,84,79,82,88,87,88,86,86,85,85,86,86,87,86,85,86,87,90,91,91,90,92,62.7
LANES25-048,F,11,Ilocano,Normal,75,75,76,80,82,81,80,82,82,80,79,80,80,76,77,75,76,80,80,78,77,77,79,62.7
LANES25-049,F,11,Ilocano,Normal,82,81,82,83,89,88,86,86,86,85,87,85,85,85,84,83,84,86,85,86,83,85,85,62.7
LANES25-050,M,11,Ilocano,Normal,89,89,89,88,84,83,83,83,84,83,83,85,84,83,83,82,83,83,82,83,83,83,83,62.7
LANES25-051,M,12,Tagalog,Wasted,84,80,82,87,84,84,84,85,83,79,78,79,77,82,81,80,81,83,84,85,87,87,88,62.7
LANES25-052,F,11,Ilocano,Normal,85,87,85,85,87,86,85,86,87,85,86,85,85,82,80,79,81,82,86,85,84,84,85,62.7
LANES25-053,F,11,Ilocano,Normal,84,84,83,85,84,84,84,84,87,86,87,86,86,85,85,84,86,86,88,87,88,87,87,62.7
LANES25-054,F,12,Ilocano,Normal,87,89,88,90,86,86,86,88,87,87,88,87,87,88,87,86,87,87,89,89,90,90,89,62.7
LANES25-055,F,12,Ilocano,Normal,86,81,86,86,87,88,86,86,87,86,87,86,87,88,86,88,87,88,86,86,86,86,87,62.7
LANES25-056,M,12,Ilocano,Normal,77,76,78,79,79,78,79,79,80,78,80,78,78,80,78,78,80,80,81,81,82,81,82,62.7
LANES25-057,M,12,Ilocano,Wasted,84,83,83,83,79,79,79,80,81,79,81,80,80,82,81,81,82,83,84,83,84,83,85,62.7
LANES25-058,M,11,Ilocano,Normal,83,82,78,77,77,77,77,77,80,78,80,78,78,77,78,77,78,79,77,76,75,76,77,62.7
LANES25-059,F,11,Ilocano,Normal,90,91,87,87,84,84,85,86,86,86,86,86,86,84,82,81,82,83,85,85,84,84,86,62.7
LANES25-060,F,11,Ilocano,Overweight,86,85,81,81,81,81,81,81,84,83,82,82,81,84,83,82,82,82,85,84,83,84,84,62.7
LANES25-061,M,11,Tagalog,Normal,86,83,87,85,86,83,87,87,86,83,85,83,85,88,86,89,90,87,89,88,86,88,86,62.7
LANES25-062,M,11,Ilocano,Normal,84,87,86,86,84,84,84,84,87,86,88,86,86,85,84,84,85,85,89,88,88,88,88,62.7
LANES25-063,F,11,Ilocano,Normal,88,87,87,85,86,86,86,87,90,89,90,89,89,92,91,91,90,91,87,86,87,86,86,62.7
LANES25-064,M,11,Ilocano,Normal,85,85,88,87,88,87,90,88,86,85,85,86,86,85,84,83,85,84,88,89,89,88,90,62.7
LANES25-065,F,12,Ilocano,Overweight,80,81,86,84,86,84,87,88,86,85,85,86,87,83,79,83,77,82,86,85,83,82,85,62.7
LANES25-066,M,11,Ilocano,Normal,81,76,77,77,81,81,81,81,81,80,81,81,82,77,79,77,78,79,81,79,78,79,79,62.7
