learnerID,Sex,Age,Mother Tongue,Nutritional Status(BMI),Filipino 1,English 1,Math 1,Aral Pan 1,Filipino 2,English 2,Math 2,Aral Pan 2,Filipino 3,English 3,Math 3,Science 3,Aral Pan 3,Filipino 4,English 4,Math 4,Science 4,Aral Pan 4,Filipino 5,English 5,Math 5,Science 5,Aral Pan 5,School,MPS
UICS24-045,M,12,Ilocano,Normal,84,84,83,84,88,83,85.0,85,85,84,84,84,83,84,84,84,85,84,83,87,83,85,83,Urdaneta I Central School,74.03
UICS24-046,M,12,Ilocano,Normal,84,85,84,84,85,85,86.0,87,86,85,86,85,85,86,85,85,85,86,83,86,82,84,84,Urdaneta I Central School,74.03
UICS24-047,M,12,Ilocano,Normal,88,84,86,87,87,87,88.0,87,87,87,86,86,86,84,83,83,83,84,87,86,83,85,83,Urdaneta I Central School,74.03
UICS24-048,F,12,Tagalog,Normal,92,92,91,94,90,89,89.0,88,87,86,86,86,86,85,84,84,83,84,82,82,82,82,82,Urdaneta I Central School,74.03
UICS24-049,F,12,Ilocano,Normal,81,80,80,80,84,82,82.0,83,84,82,82,84,84,82,82,82,82,81,84,84,84,84,84,Urdaneta I Central School,74.03
UICS24-050,F,14,Ilocano,Normal,87,85,87,87,86,85,86.0,86,84,84,83,83,82,84,84,84,85,85,86,84,84,86,87,Urdaneta I Central School,74.03
UICS24-051,M,12,Filipino,Normal,79,78,82,80,79,78,79.0,80,80,79,79,79,80,79,78,80,79,80,81,80,81,79,82,Urdaneta I Central School,74.03
UICS24-052,M,12,Tagalog,Normal,81,76,81,80,80,81,82.0,79,80,77,82,76,76,75,75,75,76,76,81,78,79,81,81,Urdaneta I Central School,74.03
UICS24-053,M,11,Ilocano,Normal,79,78,81,81,75,75,75.0,75,78,78,78,78,78,79,79,80,79,80,80,79,80,80,81,Urdaneta I Central School,74.03
UICS24-054,F,11,Ilocano,Normal,88,86,88,87,88,87,88.0,87,86,86,84,87,88,85,85,84,84,85,89,88,89,88,85,Urdaneta I Central School,74.03
UICS24-055,F,11,Filipino,Normal,84,83,85,84,86,85,85.0,87,83,82,82,82,82,79,77,78,77,77,87,86,87,84,83,Urdaneta I Central School,74.03
UICS24-056,F,11,Ilocano,Normal,80,80,81,81,83,81,81.0,83,82,81,81,81,82,83,82,81,81,82,87,86,87,83,84,Urdaneta I Central School,74.03
UICS24-057,M,11,Tagalog,Normal,81,79,82,81,82,82,82.0,82,82,82,81,81,83,82,82,82,82,81,85,84,85,83,84,Urdaneta I Central School,74.03
UICS24-058,M,11,Tagalog,Overweight,84,84,86,87,87,86,87.0,86,86,86,88,86,86,85,84,85,85,85,86,86,87,83,85,Urdaneta I Central School,74.03
UICS24-059,M,11,Filipino,Normal,84,84,83,85,84,83,84.0,86,84,84,85,86,86,82,81,81,81,81,86,85,85,86,86,Urdaneta I Central School,74.03
UICS24-060,M,11,Tagalog,Overweight,76,76,76,76,77,77,77.0,77,82,81,82,82,82,82,82,82,82,81,79,79,80,81,83,Urdaneta I Central School,74.03
UICS24-061,F,11,Iloko,Overweight,80,79,80,80,81,80,80.0,80,80,81,79,79,80,82,82,81,82,83,82,82,82,81,82,Urdaneta I Central School,74.03
UICS24-062,M,11,Ilocano,Normal,83,80,82,82,86,85,84.0,84,83,82,82,82,82,82,83,83,82,82,82,81,81,83,84,Urdaneta I Central School,74.03
UICS24-063,M,11,Tagalog,Normal,81,80,80,81,81,81,81.0,81,81,80,81,81,81,82,79,79,79,79,83,81,81,81,84,Urdaneta I Central School,74.03
UICS24-064,F,12,Tagalog,Normal,77,76,78,80,77,76,78.0,78,75,75,76,77,78,83,81,80,78,78,83,81,80,79,77,Urdaneta I Central School,74.03
UICS24-065,M,11,Ilocano,Obese,81,79,82,82,81,80,82.0,81,83,82,81,84,83,82,82,82,82,82,83,83,83,84,84,Urdaneta I Central School,74.03
UICS24-066,F,11,Tagalog,Normal,82,82,81,82,85,81,83.0,83,83,81,81,82,82,84,84,83,84,84,87,86,86,86,85,Urdaneta I Central School,74.03
UICS24-067,F,12,Tagalog,Normal,85,83,85,84,86,87,86.0,86,85,85,85,84,85,86,85,86,84,86,85,85,84,84,84,Urdaneta I Central School,74.03
UICS24-068,M,11,Tagalog,Normal,81,80,80,80,82,81,82.0,83,82,82,81,81,82,83,82,81,81,81,83,82,81,81,80,Urdaneta I Central School,74.03
UICS24-069,M,12,Pangasinan,Normal,78,77,78,77,77,77,77.0,79,78,77,77,77,77,78,77,76,78,78,80,80,79,80,81,Urdaneta I Central School,74.03
UICS24-070,M,11,Iloko,Normal,83,83,83,83,83,82,84.0,84,83,81,83,82,82,82,80,80,80,80,84,82,82,84,84,Urdaneta I Central School,74.03
UICS24-071,M,11,Ilocano,Normal,82,81,81,82,82,80,82.0,82,84,81,82,83,83,84,83,83,84,84,82,81,81,85,83,Urdaneta I Central School,74.03
UICS24-072,F,11,Ilocano,Normal,88,87,89,90,86,87,86.0,89,87,87,89,89,88,90,87,90,89,89,89,88,87,87,87,Urdaneta I Central School,74.03
UICS24-073,F,12,Maranao,Overweight,89,90,91,89,90,89,89.0,90,90,91,89,90,91,92,90,89,89,90,91,91,90,91,92,Urdaneta I Central School,74.03
UICS24-074,F,12,Ilocano,Normal,88,87,86,85,89,87,88.0,86,90,89,87,89,89,88,89,90,91,87,89,90,89,88,86,Urdaneta I Central School,74.03
UISC24-001,M,11,Ilocano,Normal,89,87,90,87,88,90,86.0,87,91,91,91,90,90,89,90,92,89,94,89,89,91,89,89,Urdaneta City SPED Center,76.93
UISC24-002,M,13,Ilocano,Normal,93,92,93,92,91,91,89.0,91,92,91,92,91,92,87,85,89,85,89,89,89,88,89,89,Urdaneta City SPED Center,76.93
UISC24-003,F,11,Tagalog,Normal,92,91,91,90,90,90,92.0,94,92,91,93,91,91,92,92,95,93,94,91,90,90,90,90,Urdaneta City SPED Center,76.93
UISC24-004,M,11,Ilocano,Normal,90,89,90,90,90,91,90.0,91,91,90,90,90,91,89,90,93,88,93,89,90,89,89,90,Urdaneta City SPED Center,76.93
UISC24-005,M,12,Ilocano,Normal,91,89,89,91,90,91,89.0,90,91,92,91,91,91,90,93,91,92,94,90,90,90,89,89,Urdaneta City SPED Center,76.93
UISC24-006,M,12,Ilocano,Normal,93,92,91,91,92,92,91.0,92,93,92,92,92,92,93,90,91,90,91,89,89,89,89,89,Urdaneta City SPED Center,76.93
UISC24-007,F,12,Tagalog,Normal,92,91,93,92,91,92,91.0,92,92,91,90,91,91,90,89,89,90,91,91,92,90,90,90,Urdaneta City SPED Center,76.93
UISC24-008,F,12,Ilocano,Normal,90,90,88,90,88,91,89.0,89,91,92,91,91,91,91,94,95,94,93,90,90,90,92,90,Urdaneta City SPED Center,76.93
UISC24-009,F,11,Ilocano,Normal,89,89,89,90,89,89,89.0,90,91,91,91,91,91,90,93,94,91,95,93,91,92,90,90,Urdaneta City SPED Center,76.93
UISC24-010,F,11,Ilocano,Normal,92,89,91,91,91,90,90.0,91,92,92,92,92,92,94,93,92,93,89,90,90,90,92,91,Urdaneta City SPED Center,76.93
UISC24-011,F,12,Ilocano,Normal,89,87,90,91,91,91,91.0,91,92,91,90,90,91,89,91,89,90,91,89,90,89,89,88,Urdaneta City SPED Center,76.93
UISC24-012,M,12,Ilocano,Normal,89,88,89,89,91,91,91.0,91,91,90,90,90,91,89,90,91,91,92,91,89,89,89,89,Urdaneta City SPED Center,76.93
UISC24-013,M,12,Ilocano,Normal,92,91,91,91,92,91,92.0,91,92,92,93,92,92,93,94,92,92,91,93,93,93,93,93,Urdaneta City SPED Center,76.93
UISC24-014,F,11,Ilocano,Normal,92,91,91,93,92,92,93.0,92,92,91,92,91,92,89,92,87,91,87,94,94,93,94,93,Urdaneta City SPED Center,76.93
UISC24-015,F,11,Ilocano,Normal,93,90,91,91,92,92,92.0,92,93,93,93,94,93,95,95,96,94,94,95,93,93,93,93,Urdaneta City SPED Center,76.93
UISC24-016,F,12,Ilocano,Normal,94,93,97,94,95,95,96.0,95,95,95,95,95,95,93,95,97,95,97,95,95,96,94,95,Urdaneta City SPED Center,76.93
UISC24-017,M,12,Tagalog,Overweight,95,94,95,93,96,92,95.0,92,93,93,94,94,92,97,95,98,95,98,95,95,95,94,95,Urdaneta City SPED Center,76.93
UISC24-018,F,11,Ilocano,Normal,92,92,91,93,94,93,93.0,93,94,94,93,94,93,94,94,96,94,97,93,95,95,93,92,Urdaneta City SPED Center,76.93
UISC24-019,F,11,Ilocano,Normal,92,90,88,92,92,91,91.0,92,92,91,92,92,94,96,94,95,95,95,94,94,94,92,94,Urdaneta City SPED Center,76.93
UISC24-020,F,12,Ilocano,Normal,90,88,89,91,91,91,91.0,91,92,92,93,93,93,91,95,93,96,93,92,93,93,91,90,Urdaneta City SPED Center,76.93
UISC24-021,F,11,Ilocano,Normal,93,91,92,93,94,95,95.0,95,94,95,94,95,94,92,96,98,96,98,92,94,95,93,92,Urdaneta City SPED Center,76.93
UISC24-022,F,12,Ilocano,Normal,93,92,92,93,91,92,92.0,93,93,93,93,92,94,96,94,97,95,97,93,93,93,93,92,Urdaneta City SPED Center,76.93
UISC24-023,F,12,Ilocano,Normal,93,90,90,92,95,94,94.0,95,94,94,94,94,94,96,95,94,94,95,95,96,93,94,92,Urdaneta City SPED Center,76.93
UISC24-024,M,11,Tagalog,Overweight,90,89,89,91,92,90,91.0,91,93,92,93,93,93,94,95,94,95,92,94,93,93,92,92,Urdaneta City SPED Center,76.93
UISC24-025,M,11,Ilocano,Normal,89,91,88,91,93,90,91.0,90,93,92,92,91,92,88,91,89,90,89,90,89,89,89,90,Urdaneta City SPED Center,76.93
UISC24-026,M,11,Tagalog,Overweight,87,91,87,87,88,85,89.0,87,88,86,87,89,93,95,94,93,91,91,92,93,93,91,91,Urdaneta City SPED Center,76.93
UISC24-027,M,11,Tagalog,Normal,85,86,90,92,92,88,82.0,88,87,86,86,87,86,88,88,88,88,87,89,90,90,89,91,Urdaneta City SPED Center,76.93
UISC24-028,M,11,Tagalog,Normal,89,82,91,95,90,92,90.0,90,93,93,92,92,93,94,95,94,95,93,94,93,93,92,92,Urdaneta City SPED Center,76.93
UISC24-029,M,11,Tagalog,Overweight,92,89,81,87,87,90,89.0,91,93,92,92,93,93,91,90,89,89,90,91,90,89,90,90,Urdaneta City SPED Center,76.93
UISC24-030,F,11,Filipino,Normal,87,87,86,82,88,88,86.0,89,89,87,88,87,87,94,92,92,92,90,91,92,91,91,90,Urdaneta City SPED Center,76.93
UISC24-031,F,11,Tagalog,Normal,86,90,94,89,89,83,90.0,82,86,86,83,83,87,89,91,90,90,89,92,94,90,92,92,Urdaneta City SPED Center,76.93
UISC24-032,F,11,Ilocano,Overweight,89,84,90,86,92,90,80.0,91,92,92,92,92,93,91,94,92,91,91,89,92,87,92,90,Urdaneta City SPED Center,76.93
UISC24-033,F,11,Iloko,Normal,91,88,87,90,90,89,93.0,90,91,89,90,88,93,95,95,94,93,94,94,94,93,93,93,Urdaneta City SPED Center,76.93
UISC24-034,F,11,Tagalog,Normal,87,89,82,84,83,87,89.0,87,85,83,83,85,88,90,92,91,91,89,89,90,89,91,92,Urdaneta City SPED Center,76.93
